name,private,fork,archived,language,pushed_at,family,category,status,completion,real_utility,novel_concepts,u_n,description,one_liner,url,tags,salvage,notes
rsisE,True,False,False,Python,2026-02-05,Clinical / EM / PHI,clinical-EM-PHI,iteration,6,6,5,11,,Adaptive Clinical Monitoring platform (Kindred/H@H): hierarchical ML plus LogSwarm plus ACE forecasting plus React dashboard. README ROI numbers should be treated as unverified.,https://github.com/deesatzed/rsisE,"H@H, RPM, hierarchical-ML, LogSwarm, ACE",Tiered architecture docs: ingestion to hierarchical models to detectors to frontend. | kindred-cccc / ace_ts / logswarm_core / drift_protection as a kitchen-sink integration of other repos. | REAL_vs_VAPORWARE.md and MOCK_USAGE_REGISTRY.md as unusually honest internal audits. | 17 patient profiles plus extended telemetry scenarios.,"Private, 12MB. Production-ready badges vs leftover mock registry. Overlaps hcc_synth_1/anonobit/aXcA4cast."
skratched,False,False,False,Python,2026-06-20,Personal / local tools,personal-memory,iteration,6,6,5,11,skratched,Local-first scratchpad plus workspace scout plus MCP server so coding agents can search and capture.,https://github.com/deesatzed/skratched,"mcp, scratchpad, workspace-scout, ci",MCP server so Claude Code/Codex can capture context. | Workspace Scout over approved roots before files disappear into sprawl.,CI present. Complements CAM_Assistant and dirtrack.
llm-switchboard,True,False,False,Python,2026-01-20,LLM / agents / tooling,LLM-agents-tooling,iteration,5,6,5,11,,"Switchboard: AST-scan a Python/TS codebase for LLM call sites, classify task type, discover OpenRouter models, and generate a custom eval harness with scenarios and metrics.",https://github.com/deesatzed/llm-switchboard,"eval-harness, AST, OpenRouter, model-routing","AST extractors for OpenAI/Anthropic/LangChain/LiteLLM call patterns. | Task-type classification table to model discovery filters (json-mode, max-cost, provider). | Generated run.py compare/report harness as a per-repo eval suite.","Private, 99KB, tests/. README still says pip install switchboard-ai / yourusername. Reusable across his many LLM apps."
Case_Mgr_Claw,True,False,False,Python,2026-03-26,Clinical / EM / PHI,clinical-EM-PHI,incomplete,4,6,5,11,,"CaseForge: four-dimension admission-status intelligence (documentation, acuity, payer requirements, alternative pathway) with clinical NLP, FHIR client, and SQLite.",https://github.com/deesatzed/Case_Mgr_Claw,"admission-status, case-management, FHIR","Four-assessor split in src/caseforge/: documentation / acuity / payer / pathways. | v2 data model: orders, prior encounters, SDOH, risk scores. | Payer profile plus denial-pattern learning; outpatient pathway matching. | No-mocks rule: real in-memory SQLite; user-selected LLM versions never hardcoded.","Private, 69KB. No README. CLAUDE.md plus tests. Overlaps AdmSVE; this is the earlier CaseForge shape."
SecondEDeyes,True,False,False,Python,2024-07-12,Clinical / EM / PHI,clinical-EM-PHI,incomplete,4,6,5,11,,"Streamlit ED 'second set of eyes': spaCy + Anthropic Claude with a large XML-ish multi-agent EM prompt (EMSA + specialty agents, risk stratification).",https://github.com/deesatzed/SecondEDeyes,"ed, safety, streamlit, anthropic, prompts","system_prompt in app.py: EMSA + specialty-agent round-table, 10 critical questions, action-priority templates. | spaCy preload pattern for Streamlit (load_or_download_spacy_model).",Private; no README; Procfile/runtime.txt for Heroku. 21KB single file. Prompt is the asset; code is a thin wrapper. Middle of the Second*Eyes lineage.
ace-aXc-clean,True,False,False,HTML,2025-12-30,Clinical / EM / PHI,clinical-forecasting,sunset-candidate,6,5,6,11,,Cleaner ACE hospital-forecaster snapshot that proved the aXc Bayesian-prior conversion and a 221-day production simulation; later merged into aXc-ace-forecaster.,https://github.com/deesatzed/ace-aXc-clean,"ensemble, hospital-census, aXc, no-drift","NO_DRIFT_GUARANTEE.md + validate_no_drift.py 11-gate check that advanced models are actually used | production_simulation/ 221-day walk-forward harness | CRITICAL FIX notes on aXc prior conversion (two bugs, 61% MAPE hit) — keep the writeup even if repo sunsets",Superseded by aXc-ace-forecaster (Dec 31 merge). Salvage the no-drift gates and simulation; archive the rest.
clearn_ace_forecaster,True,False,False,Python,2025-12-22,Clinical / EM / PHI,clinical-forecasting,sunset-candidate,6,5,6,11,,Cleaner ACE snapshot adding column-specific optimal training windows and a 7-gate pre-deployment safety protocol.,https://github.com/deesatzed/clearn_ace_forecaster,"ensemble, patient-safety, adaptive-windows",PRODUCTION_SAFETY_PROTOCOL.md 7-gate validation before deploying forecasts | Column-specific adaptive training windows (backtested on Dec 2024 surge),Safety gates and adaptive windows should live in aXc-ace-forecaster; this copy can sunset.
QwPiCCO,False,False,False,Python,2026-04-30,LLM / agents / tooling,LLM-agents-tooling,iteration,6,5,6,11,,"Local-first SWE agent for oMLX/Ollama/LM Studio with 12 tools, Pseudo-RAG accuracy contracts, ETF adversarial review, and AMPS orthogonal design branching.",https://github.com/deesatzed/QwPiCCO,"local-LLM, Pseudo-RAG, AMPS, ETF",Pseudo-RAG 7-dimension scoring + HARD/FRONTIER/SCENARIO/SOFT accuracy contracts. | ETF five-role adversarial design review. | AMPS forced orthogonal branching across 5 branch types. | YAML goal-driven autonomous mode with outcome assessment.,Public. Honest README status. Python core + Ink TUI. Smaller than CAM-Pulse.
SoveRain,True,False,False,JavaScript,2026-08-23,Geospatial / risk,geospatial-risk,iteration,6,5,6,11,,"Private Sovereign country food-system planning desk: allocate acreage, find the binding resource, fire a shock, watch biology/capital-vintage lag, Monte Carlo forecast plus expert-system nowcast.",https://github.com/deesatzed/SoveRain,"food-security, monte-carlo, expert-system, grok-export, no-readme","src/lib/sim/{engine,montecarlo,shocks,crops,capacity,lags,expert}.ts — shock enters at one node, harm arrives at another on a biology/capital clock. | Briefing prompt in src/lib/sim/brief.ts: three-paragraph sequence-of-risk (entry to arrival to who is hurt); CF nowcast vs MC percentiles. | Desk UX: land-board, crop-table, shock-bench, nowcast, forecast, capacity-ruler.","No README; single Export from Grok commit. Committed .vercel/output (bloated). Private, runnable UI."
therealme,True,False,False,Python,2026-02-15,Product prototypes,product-prototype,iteration,6,5,6,11,,Local-first word/concept finder: triangulate the term at the intersection of user clues using embeddings plus a personal lexicon mined from the user's own writing.,https://github.com/deesatzed/therealme,"personal-lexicon, semantic-triangulation, local-first","Semantic triangulation: clues to embedding intersection ranked by the user's lexicon, not a generic dictionary. | Cross-domain bridging (software plus medicine vocabulary). | Contrastive learning from accept/reject; Keychain encryption of the lexicon. | Explicit non-goals (not a keylogger, not a digital twin) worth copying into any personal-model product.","Private. tests, pyproject, docs. Last commits were independent-user-testing friction fixes."
rustigmergic-logswarm-engine,True,False,False,Python,2026-01-03,ML research,ML-research-legacy,incomplete,4,5,6,11,,"LogVAMS/Rustigmergic engine: treat logs as a pheromone field, detect Critical Slowing Down / autocorrelation, OTOC-inspired adaptive decay. README claims 2.2M logs/sec and 33-min BGL lead time. 208MB mostly non-source.",https://github.com/deesatzed/rustigmergic-logswarm-engine,"stigmergy, CSD, OTOC, Rust, logs",CSD/physics agent on log inter-arrival autocorrelation as a pre-failure seismograph. | OTOC Adaptive Decay Dynamics to keep the swarm from freezing or exploding. | Pheromone substrate plus hardware/physics/novelty agent split - conceptual core of later Python/H@H ports.,Private. Languages show more Python than Rust at root; Cargo.toml exists. 208MB disk vs tiny src - almost certainly datasets.
codec_perceptibility_gap,False,False,False,Python,2026-06-03,ML research,ML-research,iteration,6,3,8,11,,Research program plus papers on the perceptibility gap: when a machine distinctions do not fit any human-perceivable channel (false transparency). Includes a carbon/additionality audit pivot (Kariba).,https://github.com/deesatzed/codec_perceptibility_gap,"false-transparency, rate-distortion, carbon-audit, paper","Thesis: distinction count, not bandwidth, governs whether structure is human-recoverable — false transparency as fluent lossy projection. | Papers v1.2b-v1.5 (md/tex/pdf) plus codec1.py simulation backbone. | Carbon audit method: real Kariba polygon + placebo null; prereg freeze BEFORE results; reduced-matching shown inadequate.","No tests/CI. Research log, not a product. Highest-novelty non-clinical idea in the batch. Africa pilot commits 2026-06-03."
A12Aprime,False,False,False,Python,2026-08-15,ML research,ML-research,incomplete,4,3,8,11,,"A12A HELIX research harness: after most agent memory is destroyed, can a content-minimized Engram Scaffold plus a metaplastic Regulatory Field reconstruct useful function better than summaries/graphs/retention controls?",https://github.com/deesatzed/A12Aprime,"agent-memory, metaplasticity, recoverability, ci","Central question: smallest safe residue that must survive so an agent society can reconstruct function after destruction. | Two-strand model: Engram Scaffold (relational architecture) + Regulatory Field (future-learning/verification/repair rules). | Matched-budget causal eval vs summaries, ordinary graph memory, strongest-memory retention, topology-shuffled controls.","CI present. Research lab v0.1, not a product. Genuinely distinctive idea worth copying into CAM memory work."
CAM_Grok,False,False,False,Python,2026-05-29,LLM / agents / tooling,LLM-agents-tooling,iteration,7,6,4,10,,"Standalone stdio MCP server exposing four CAM librarian tools (recall, provenance, decisions_search, record_outcome) to Grok, with honest empty-corpus behavior.",https://github.com/deesatzed/CAM_Grok,"MCP, CAM, Grok, provenance",Four-tool contract: cam_recall / cam_provenance / cam_decisions_search / cam_record_outcome with auto-detected standalone vs connected (claw.db) modes. | Honest corpus_status=absent instead of fabricating methodologies when CAM_CODEX_MCP_DB_PATH is missing. | SETUP.md troubleshooting for Grok MCP discovery. | Outcome flywheel that records results back into claw.db for CAM-Pulse's bandit.,"Public, tests, LICENSE, AGENTS.md. Thin adapter over CAM-Pulse; novelty is the Grok/MCP surface."
devsecopsbot,True,False,False,Python,2025-09-15,Infra / devops,infra-devops,iteration,7,6,4,10,,"FastAPI hybrid RAG (Qdrant dense + OpenSearch sparse + cross-encoder rerank, SSE chat) for DevSecOps policy Q&A, with Makefile/CI and a committed .venv.",https://github.com/deesatzed/devsecopsbot,"rag, fastapi, qdrant, opensearch, ci","Hybrid retrieval + rerank + optional long-context path in rag_api/. | Pluggable Ollama vs LM Studio providers and centralized Pydantic Settings (rag_api/config.py). | SSE /chat/stream, /ingest/folder, /admin, /metrics — solid service skeleton. | GitHub Actions tests.yml (CI badge in README) — rare in this batch.",Private; .venv committed (explains ~45MB). Real CI + tests + Makefile. Not conceptually new vs Regulus but more production-shaped.
Patent-It-claude,False,False,False,Python,2026-03-25,Product prototypes,product-prototype,final,7,6,4,10,,"Claude Code addon: 9 slash commands that interview, search prior art, draft a USPTO provisional, red-team it, expand via TRIZ, and assemble filing forms.",https://github.com/deesatzed/Patent-It-claude,"patents, Claude-Code, USPTO, TRIZ","/patent:contrarian 101/102/103/112 plus enforceability scorecard. | /patent:expand via TRIZ, analogical transfer, domain substitution. | /patent:review 13-vector red-team plus enablement check; /patent:forms SB/16 autofill. | commands/ plus skill/ layout as a reusable Claude Code skill pack.","Public, tests, LICENSE. Small but documented end-to-end. Legal quality unverified."
sci-stapler,False,False,False,Python,2026-05-22,LLM / agents / tooling,LLM-agents-tooling,final,7,6,4,10,,"MCP server (agentmedq) giving agents rate-safe cached search across bioRxiv, medRxiv, PMC, arXiv, and OpenAlex, plus static MCP-Cortex capability profiles.",https://github.com/deesatzed/sci-stapler,"MCP, biomedical-search, OpenAlex, MCP-Cortex","Five-source literature tools: search_papers / get_paper / lookup_paper / search_abstracts / list_sources with caching and rate safety. | MCP-Cortex capability profiles (read-only, network effects, risk class, rollback) attached to list_sources. | Cross-source lookup by DOI/PMID/PMCID.","Public, small (42KB), tests, pyproject, stdio+SSE. Runnable documented MCP."
agno-memory-module,True,False,False,Python,2025-05-18,LLM / agents / tooling,LLM-agents-tooling,iteration,6,6,4,10,,"Private fuller AMM workspace (PRD, EMStructureAssessingPatients.md, more tests/handoffs) — same engine as AMM with extra clinical knowledge examples.",https://github.com/deesatzed/agno-memory-module,"agno, memory, mcp, em-docs",EMStructureAssessingPatients.md as a domain knowledge pack for ED assessment agents. | technical_specifications.md + PRD.md — use as canonical AMM spec. | LanceDB table-handling fix (commit: improve LanceDB table handling in AMMEngine).,Private; .env committed; LICENSE. Best spec/docs of the AMM trio.
AMM,False,False,False,Python,2025-05-23,LLM / agents / tooling,LLM-agents-tooling,iteration,6,6,4,10,,"Public Agno Memory Module: Gemini agents with LanceDB/PDF knowledge, adaptive memory, FastAPI MCP server, Streamlit GUI, and API-key manager.",https://github.com/deesatzed/AMM,"agno, memory, mcp, lancedb","AMMEngine + AMMDesign API (fixed knowledge + adaptive memory). | MCP server build/launch path (build_amm.py, launch_mcp_server.py, mcp_key_manager/). | PDF chunking knowledge source — reused across Genesis/ModuleMind.",Public; .env committed. One of three AMM variants; this is the GUI+MCP-batteries version.
clipstore2,True,False,False,Python,2025-12-30,LLM / agents / tooling,dev-tooling,iteration,6,6,4,10,,"macOS CLI+LaunchAgent clipboard librarian with local mlx-lm categorization, ClipFix, Privacy Guard, and Spotlight-like overlay.",https://github.com/deesatzed/clipstore2,"macos, clipboard, mlx, privacy",Privacy Guard for API keys/PII on clipboard (clipstore/) | ClipFix auto-repair of copied code (overlaps eClipLint — pick one lineage) | LaunchAgent plist + Spotlight overlay hotkeys for a real daily-driver UX,More productized than eClipLint/snipped. Local MLX is the right privacy posture for clipboard.
repofrax,False,False,False,Python,2026-04-26,LLM / agents / tooling,LLM-agents-tooling,iteration,6,6,4,10,,"Tiny standalone extraction of CAM-Pulse: mine repos into methodology records, group into approved families, retrieve with explainable graph expansion. JSON store, no embeddings.",https://github.com/deesatzed/repofrax,"methodology-mining, graph-expansion, CAM-Pulse",Approved-family-first retrieval plus graph expansion with explainable reasons. | Deterministic lexical JSON store so the idea can be tested without APIs. | CLI+HTTP: seed/search/mine/serve (examples/store.json).,"Public, 20KB, tests, LICENSE. Feeds CAM-RAG."
snipped,False,False,False,TypeScript,2025-10-19,Clinical / EM / PHI,clinical-EM-PHI,iteration,6,6,4,10,,"Next.js 'Snipperdoodle' librarian that AI-chunks huge EHR T-SQL scripts into parameterized, auto-tagged reusable snippets.",https://github.com/deesatzed/snipped,"tsql, ehr, snippets, nextjs",Parameter-generalizing dedup of T-SQL (98% compression claim on 284KB files) | AI auto-tag taxonomy (180 snippets / 30 tags) | DKR integration notes (DKR_INTEGRATION_GUIDE.md) — snippets as a knowledge pack,Real hospital-IT pain. 98 root markdown files. ClipMind/ClipStore overlap on the 'snippet' metaphor but this is EHR-SQL specific.
Regulus,True,False,False,Python,2025-09-15,Product prototypes,product-prototype,sunset-candidate,5,6,4,10,,Original Regulus policy/compliance chatbot (backend + admin_frontend + docker-compose) plus a 38MB SurgePlanJH4522.7z blob.,https://github.com/deesatzed/Regulus,"rag, compliance, archive-bloat",Keep architecture notes in README; migrate unique backend bits into RegulusPlus. | Drop SurgePlanJH4522.7z from git history if retaining the repo.,Private; one initial commit. Superseded by RegulusPlus / ersatz_rag. Utility comes from being the source of the policy-RAG idea.
BubbleWatchR,False,False,False,TypeScript,2026-08-26,Personal / local tools,personal-finance-governance,iteration,6,5,5,10,,"Local-only Decision Covenant engine: user-authored portfolio policy with seven deterministic review triggers, SQLite audit, and unknown-never-equals-zero math.",https://github.com/deesatzed/BubbleWatchR,"covenant, portfolio, triggers, sqlite, no-readme","Seven triggers including AI-exposure, concentration, trailing drawdown, realized vol, appreciation-driven concentration, scheduled review. | Contract: unknown classifications make a metric unavailable — never coerced to zero. | packages/triggers/engine.ts + packages/calculations + immutable audit store; verify:core scripts.","No README. Working name Decision Covenant / BubblerEyes. Tests + Playwright e2e, no CI. Not a trading bot."
codescope,True,False,False,Python,2025-11-22,LLM / agents / tooling,dev-tooling,incomplete,6,5,5,10,,"Python code-transplantation CLI: AST inventory, compare capabilities, plan grafts, dry-run/execute with an interactive selector. No README.",https://github.com/deesatzed/codescope,"ast, code-reuse, grafting, cli","codescope/{analyzer,comparator,transplanter,grafter,selector}.py pipeline | Dry-run default on graft; --execute to apply | 117 tests across phases 0–4 per STATUS_REPORT.md",README fetch empty. Status report says all phases complete. Overlaps codebase-archaeology/vam-archaeology — this one actually writes code across trees.
logswarm-anomaly-detection,True,False,False,Python,2026-01-31,ML research,ML-research-legacy,sunset-candidate,6,5,5,10,,"Earlier LogSwarm anomaly stack: stigmergic Rust engine plus LLM pattern swarms plus 8 statistical baselines plus symbolic voting and evolutionary tournaments. 183MB, mostly data.",https://github.com/deesatzed/logswarm-anomaly-detection,"anomaly-detection, stigmergy, symbolic-protocols",8 statistical baselines ensemble plus symbolic voting (scripts/ plus evo/). | ci_gates.json production gates (precision/recall/FPR/latency) plus validate_production.py. | Prometheus/Grafana docker-compose.monitoring.yml pattern.,Private. README still references ../rustigmergic-logswarm-engine. Superseded by anonobit.
mcp-cortex,False,False,False,Python,2026-06-09,LLM / agents / tooling,LLM-agents-tooling,iteration,6,5,5,10,,"Alpha Python reference for MCP-Cortex: capability contracts, deterministic policy checks, persistent context handles, and append-only traces on top of MCP tool lists.",https://github.com/deesatzed/mcp-cortex,"mcp, policy, capability-contracts, ci",Context/capability/policy/trace object model (schemas/ + src/). | examples/demo_policy_gate.py as the smallest adoption path for MCP authors.,CI + tests. Explicitly not production authorization infrastructure. Pairs with gemoptiq Sentinel.
vam-archaeology,True,False,False,Python,2025-11-06,LLM / agents / tooling,dev-tooling,iteration,6,5,5,10,,Six VAMS agents (Discovery/Mining/Gem/Duplicate/Suggestion/Learning) that mine abandoned codebases for high-quality patterns.,https://github.com/deesatzed/vam-archaeology,"vams, code-reuse, agents",Quality>0.7 gem gate so only high-value patterns surface | Shared VAMS store across six archaeological agents (vam_archaeology/) | suggest --file --intent CLI for proactive reuse,Better packaged than codebase-archaeology; smaller. Consolidate the two archaeology tools.
ersatzed_tree,True,False,False,TypeScript,2025-09-29,Product prototypes,product-prototype,incomplete,5,5,5,10,,"Source tree for MetaCollab Decision Engine (MCDE): Agno agents building living decision trees (Monte Carlo/Markov/VOI) with Next.js UI; no README, PRD.md is the spec.",https://github.com/deesatzed/ersatzed_tree,"decision-analysis, agno, healthcare-economics",PRD.md: living decision-tree vs TreeAge; NL model builder; bias detection; anonymized network intelligence. | app/main.py (~41k) FastAPI backend plus frontend/pages with __tests__. | openrouter_integration.md + openrouter_test_results.* — model bakeoff artifacts worth recycling.,Private; no README (fetched 404 on /readme); .env committed; pytest.ini present. Pair with ersatzed_tree_deploy.
hospital_census_forecaster,True,False,False,Python,2025-12-19,Clinical / EM / PHI,clinical-forecasting,sunset-candidate,5,5,5,10,,Original 5-model ACE census tool (Naive/DOW/ARIMA/SARIMAX/XGBoost) with holiday discharge features and Open-Meteo weather.,https://github.com/deesatzed/hospital_census_forecaster,"ensemble, hospital-census, holidays, weather","Holiday feature engineering (pre-holiday discharges, post-holiday admission lag) in CHANGELOG_HOLIDAY_WEATHER.md | Simple run.py train/predict/dashboard/update/retrain CLI — cleaner UX than later dumps","Ancestor. Smallest and most operable of the ACE family; still sunset in favor of the aXc tip, but CLI shape is worth copying."
iDeers,False,False,False,Python,2026-05-28,LLM / agents / tooling,LLM-agents-tooling,incomplete,5,5,5,10,,RepoIdeers first slice: a Grok-orchestrated novelty curator that forces all filesystem/SQLite work through a Mechanical Core and all creative work through gated subagent prompts.,https://github.com/deesatzed/iDeers,"CAM, novelty-curation, Grok, mechanical-core","Hard split: deterministic ops only via tools/mechanical_core/* (artifact_writer, audit, cam_reader, clustering, filters, schemas). | Alien Goggles + 1st/2nd/3rd Principles prompt block required before any creative spawn_subagent call. | User-gated model-ID rule: never hardcode LLM versions. | skills/repoideers/SKILL.md as the conductor workflow contract.","No README (404). Inferred from AGENTS.md, codexDom.md, tools/, skills/, tests/. Last commits claim a Phase 3 Gemini showpiece and 16/16 tests."
CM-DSS,True,False,False,,2025-05-29,Clinical / EM / PHI,clinical-EM-PHI,incomplete,1,5,5,10,,"PRD-only (no code) for a hospital case-management DSS: watch a share drive of ED packets, score status/docs/denial risk, CM Q&A columns, human-in-the-loop re-eval.",https://github.com/deesatzed/CM-DSS,"case-management, prd, denials, amm","PoC workflow at top of PRD.md: share-drive ingest → prelim score beside filename → Questions + Documentation-Suggestions columns → Re-Eval. | Revenue-at-Risk (R@R) + clinical urgency ranking; 'Why?' traces to rule/guideline/contract. | Pluggable AMM packages (.ammo) for Patient/InterQual/Payer/Core Measures. | Alpha standalone Q1 2026 → EHR-connected pilot Q3 2026 timeline and persona table (CM, UR MD, revenue integrity, quality RN).",Private; README is '# CM-DSS'. Entire value is the PRD. Strong product idea; no implementation.
drone-war-sim,True,False,False,TypeScript,2025-12-12,ML research,sim-research,iteration,7,4,6,10,,TypeScript AEGIS drone-swarm genetic simulator with NSGA-II multi-objective evolution and a bit-for-bit reproducibility harness.,https://github.com/deesatzed/drone-war-sim,"nsga-ii, drones, reproducibility, docker",NSGA-II evolve:nsga2 pipeline and the finding that one Pareto genome beat specialized single-objective genetics 43–78% | Reproducibility contract (docker-compose + seed → same JSON) and test_nsga2_reproducibility.ts | WHITEPAPER_DRAFT.md IEEE-format writeup,Most complete sim in the batch. qdrone is a later quantum-inspired layer on this.
pendoleum,False,False,False,HTML,2026-08-03,Other,generative-music,final,7,4,6,10,,"Finished v1 generative-music organism in one HTML file: stack modal layers, collide in Just Intonation, stream MIDI, breed scales.",https://github.com/deesatzed/pendoleum,"web-audio, just-intonation, midi, single-html","Modal-layer pendulum metaphor + JI collision + scale breeding as a compact generative-music architecture. | idea1.md archived build-ideas: codec mesh, multi-channel AI, operational sentience — separate from the instrument.",Commit: Finish and verify Pendoleum v1. No build step. Distinct from CAM_Asst_Pendiolam despite the name rhyme.
Echo,True,False,False,Python,2025-10-13,LLM / agents / tooling,LLM-agents-tooling,iteration,6,4,6,10,,"ECHO digital-twin: immutable 6-dimension Q&A personality core, adaptive/meta-cognitive layers, drift guardians, ACE loop; 10 answer-batch JSON files.",https://github.com/deesatzed/Echo,"digital-twin, personality, drift, guardians","L0 immutable core vs L1 adaptive vs L2 meta-cognitive Triple-Helix | Guardian modules to block personality drift/exploitation (guardians/) | ACE loop (Generator → Reflector → Curator → Update) | 6-dimension Q&A schema in answers_batch_*.json (structure, not the personal answers)","50k disk. Later folded into vam-satzed. Keep architecture, not the personal Q&A payloads."
Living_Node_Swarm,False,False,False,TypeScript,2026-07-28,Other,prediction-markets,iteration,5,4,6,10,,"Local-first prediction workspace for explicit probabilistic node graphs, reviewable distributions, and Monte Carlo receipts.",https://github.com/deesatzed/Living_Node_Swarm,"living-nodes, monte-carlo, kalshi","Living-node schema: typed targets, eight-family distribution review, relationship contracts. | Version-bound candidate approval — reuse in repo-refit Living Node pre-registration.",CI verify.yml. GUI incomplete. Gas preset live trading disabled.
meaningcore,False,False,False,Swift,2026-07-29,Personal / local tools,macos-local-memory,iteration,5,4,6,10,selfless reflector,Standalone Swift 6 me-ning domain package: restart-safe memory and dual-timescale person-model.,https://github.com/deesatzed/meaningcore,"swift-package, person-model",Dual-timescale person-model + correction propagation. | Utility/nudge/anxiety-exception policies with depleted-capacity respect. | Ambient/Glance/Inspect projections; copy into CAM_Assistant.,Not a user app. verify.sh present. Deferred host adapter.
repo-refit,False,False,False,Python,2026-08-23,LLM / agents / tooling,LLM-agents-tooling,incomplete,3,4,6,10,,Research program for repository-specific model-swap assurance: call-site contracts and deployment-specimen fingerprints instead of leaderboard scores. Landing page only; compiler not authorized yet.,https://github.com/deesatzed/repo-refit,"model-eval, call-site-contracts, living-node, research-gate",Call-Site Assurance Contracts + content-bound Deployment Specimen Fingerprints — the right eval question for multi-repo owners. | Roadmap Section 0 research-readiness gate before any candidate-model runs. | IDEA_REPOFIT.md / LOOPHOLE_REVIEW.md as method docs.,Lots of GOAL/docs + GitHub Pages landing. Explicitly does not authorize building the compiler yet. Pages CI only.
macwise,False,False,False,Python,2026-07-21,Infra / devops,infra-devops,iteration,8,6,3,9,,"Release-candidate Mac software advisor: inventory apps/Homebrew/startup/storage/overlaps, separate facts from guesses, propose a safe cleanup plan with undo.",https://github.com/deesatzed/macwise,"macos, cli, ci, release-candidate",Fact-vs-guess separation + undo recovery as the cleanup UX contract. | CI: ci.yml + public-install-smoke.yml + release.yml — copy this release hygiene.,1.0.0rc1. Clean-clone and hosted CI pass. Not yet on PyPI. Productized CLI vs FreeUp skill pack.
mydisasters,False,False,False,Rust,2026-06-19,Infra / devops,infra-devops,final,7,6,3,9,,dirtrack: fast Rust CLI and MCP stdio mode to find directories with recently changed files across a huge workspace.,https://github.com/deesatzed/mydisasters,"rust, cli, mcp, workspace-hygiene",Interactive presets plus stale/trend/find plus MCP mode. | Built for huge-workspace scale; pairs with skratched scout.,"Public, documented, tests. Repo name != product dirtrack. Small and useful."
O2FileSearch_Plus,False,False,False,Python,2025-06-07,Product prototypes,product-prototype,iteration,6,6,3,9,"A powerful, modern file search application with intelligent indexing, semantic search capabilities, and a web interface. Built to replace slow and cumbersome `find` commands with a fast, user-friendly solution.","Local file indexer/searcher: Python FastAPI + SQLite index, Next.js UI, content search, duplicates-by-hash, optional semantic/similarity engine.",https://github.com/deesatzed/O2FileSearch_Plus,"search, fastapi, nextjs, local-index","Modular layout: scanner/, indexer/, search/, similarity_engine/, analyzer/, build_detector/. | Duplicate detection by content hash + CSV export + preview modal — practical desktop replacement for find(1).",Public; MIT LICENSE; last commits are Jules WIP. Solid personal utility; not conceptually new vs Spotlight/ripgrep UIs.
apikee,True,False,False,Rust,2025-12-29,LLM / agents / tooling,dev-tooling,iteration,6,5,4,9,,"Rust CLI vault for API keys: AES-256-GCM + Argon2id at rest, path-based inheritance down directory trees, provider validation, 30s clipboard clear.",https://github.com/deesatzed/apikee,"rust, secrets, cli, encryption",Path-based key inheritance (dir-tree override model) — distinctive vs dotenv/1Password CLI | Provider auto-detect + live API test (apikee test --all) | Multi-shell export (bash/fish/zsh/pwsh/dotenv/json) with completions,Overlaps OneDoTenv. Apikee is the encrypted vault; OneDoTenv is the scanner. Together they're a secrets hygiene pair.
autoxcon-V,True,False,False,Python,2025-11-02,LLM / agents / tooling,LLM-agents-tooling,sunset-candidate,6,5,4,9,,Another clean AutoXcon V3.1 production folder (backend submodule flattened). Sibling duplicate of aXc-V / aXc-v3.1-rc1.,https://github.com/deesatzed/autoxcon-V,"ensemble, docker, duplicate","Flattened backend (submodule removed, source in-tree) — useful if rc1 still has submodule issues",Same README as aXc-V. Keep aXc-v3.1-rc1 as the public canonical clean tree.
aXc-V,True,False,False,Python,2025-11-02,LLM / agents / tooling,LLM-agents-tooling,sunset-candidate,6,5,4,9,,Private Docker production snapshot of AutoXcon V3.1 + SAGI; nearly the same tree as aXc-v3.1-rc1 and autoxcon-V.,https://github.com/deesatzed/aXc-V,"ensemble, docker, duplicate",Same SAGI + Alpine.js production layout as aXc-v3.1-rc1 — only salvage if rc1 is missing a backend file this copy still has,"Duplicate of aXc-v3.1-rc1 (public, later). Sunset after a diff check."
eClipLint,False,False,False,Python,2025-12-15,LLM / agents / tooling,dev-tooling,iteration,6,5,4,9,,"macOS clipboard formatter: detect language, run deterministic formatters (black/prettier/shfmt/rustfmt), fall back to specialist LLM repair agents.",https://github.com/deesatzed/eClipLint,"clipboard, formatters, multi-agent, macos",Formatter-first then AI-repair pipeline (don't LLM if black/prettier succeeds) | Language-specialist agent knowledge bases under knowledge/ and plugins/ | VAMS_INSPIRED_LEARNING.md accumulation of repair patterns,70k disk — likely models/caches. Overlaps ClipStore ClipFix. Pick one clipboard product.
grokflow-cli,False,False,False,Python,2025-12-10,LLM / agents / tooling,LLM-agents-tooling,iteration,6,5,4,9,,"Public Grok CLI (fix/test/commit/architect) with GUKS, a cross-project bug-memory knowledge system, plus a VS Code extension stub.",https://github.com/deesatzed/grokflow-cli,"grok, cli, guks, vscode",GUKS similar-bug recall and recurring-pattern detection (grokflow_v2.py guks) | architect command that emits app blueprints from a prompt file,v1 of grokflow-agentic. Single 100k grokflow_v2.py is a maintenance smell.
